Time__sec,Weight__g,Flow__mLPmin,FlowsensorError_Air,FlowsensorError_Overflow
0.0,743.22,-2.05,1,0
0.095371,742.28,-2.05,1,0
0.195404,741.53,-2.05,1,0
0.303101,741.83,-2.05,1,0
0.394926,744.19,-2.05,1,0
0.500261,743.86,-2.05,1,0
0.592565,742.43,-2.05,1,0
0.690167,741.34,-2.05,1,0
0.79752,740.41,-2.05,1,0
0.900816,742.24,-2.05,1,0
0.997013,742.96,-2.05,1,0
1.102282,742.47,-2.05,1,0
1.197714,741.91,-2.05,1,0
1.29182,741.61,-2.05,1,0
1.405099,743.11,-2.05,1,0
1.498665,742.77,-2.05,1,0
1.592911,743.89,-2.05,1,0
1.690452,743.18,-2.05,1,0
1.79191,745.43,-2.05,1,0
1.897823,742.24,-2.05,1,0
1.998952,739.65,-2.05,1,0
2.100443,740.82,-2.05,1,0
2.200191,741.42,-2.05,1,0
2.293845,741.68,-2.05,1,0
2.394738,742.96,-2.05,1,0
2.488518,740.63,-2.05,1,0
2.589873,739.65,-2.05,1,0
2.687908,739.58,-2.05,1,0
2.797738,739.65,-2.05,1,0
2.893519,739.2,-2.05,1,0
2.990407,740.41,-2.05,1,0
3.09523,739.32,-2.05,1,0
3.201799,735.6,-2.05,1,0
3.291252,733.69,-2.05,1,0
3.398539,724.8,-2.05,1,0
3.488049,719.85,-2.05,1,0
3.594604,726.3,-2.05,1,0
3.695535,739.47,-2.05,1,0
3.790315,737.93,-2.05,1,0
3.888151,737.14,-2.05,1,0
3.99103,737.55,-2.05,1,0
4.088265,739.24,-2.05,1,0
4.199828,740.71,-2.05,1,0
4.297833,743.11,-2.05,1,0
4.396891,742.36,-2.05,1,0
4.490948,744.23,-2.05,1,0
4.58847,746.22,-2.05,1,0
4.689747,746.33,-2.05,1,0
4.787892,744.87,-2.05,1,0
4.888856,740.52,-2.05,1,0
4.993276,742.32,-2.05,1,0
5.097112,740.63,-2.05,1,0
5.193993,742.62,-2.05,1,0
5.301729,745.99,-2.05,1,0
5.395489,742.77,-2.05,1,0
5.491932,743.56,-2.05,1,0
5.587817,754.47,-2.05,1,0
5.690955,754.92,-2.05,1,0
5.798187,750.68,-2.05,1,0
5.894447,747.42,-2.05,1,0
5.997862,743.07,-2.05,1,0
6.097805,733.8,-2.05,1,0
6.195073,736.77,-2.05,1,0
6.295139,744.23,-2.05,1,0
6.396749,741.42,-2.05,1,0
6.490427,740.33,-2.05,1,0
6.58972,745.96,-2.05,1,0
6.699975,747.68,-2.05,1,0
6.79601,735.53,-2.05,1,0
6.894661,740.97,-2.05,1,0
6.994815,742.84,-2.05,1,0
7.098662,742.84,-2.05,1,0
7.195969,742.47,-2.05,1,0
7.290855,741.79,-2.05,1,0
7.400525,741.31,-2.05,1,0
7.499024,743.74,-2.05,1,0
7.601753,742.54,-2.05,1,0
7.694725,745.13,-2.05,1,0
7.796663,748.36,-2.05,1,0
7.912206,759.8,-2.05,1,0
7.988387,774.73,-2.05,1,0
8.088423,795.47,-2.05,1,0
8.199053,720.56,-2.05,1,0
8.290096,722.85,-2.05,1,0
8.388921,940.54,-2.05,1,0
