Time__sec,Weight__g,Flow__mLPmin,FlowsensorError_Air,FlowsensorError_Overflow
0.0,737.67,-2.1,1,0
0.098124,737.63,-2.1,1,0
0.193564,737.63,-2.1,1,0
0.289534,736.2,-2.1,1,0
0.392986,734.03,-2.1,1,0
0.496774,734.14,-2.1,1,0
0.604944,736.09,-2.1,1,0
0.691648,737.29,-2.1,1,0
0.794951,736.17,-2.1,1,0
0.896719,734.97,-2.1,1,0
0.997245,735.08,-2.1,1,0
1.093003,736.2,-2.1,1,0
1.189492,737.63,-2.1,1,0
1.317963,736.47,-2.1,1,0
1.400878,735.12,-2.1,1,0
1.486578,735.87,-2.1,1,0
1.605365,736.92,-2.1,1,0
1.707999,737.14,-2.1,1,0
1.789362,736.92,-2.1,1,0
1.897274,735.53,-2.1,1,0
2.000198,736.99,-2.1,1,0
2.094968,736.54,-2.1,1,0
2.197758,736.32,-2.1,1,0
2.294051,736.73,-2.1,1,0
2.386819,735.27,-2.1,1,0
2.493387,738.49,-2.1,1,0
2.591115,740.44,-2.1,1,0
2.688702,741.87,-2.1,1,0
2.791538,738.68,-2.1,1,0
2.89812,732.64,-2.1,1,0
2.998341,732.23,-2.1,1,0
3.090954,742.06,-2.1,1,0
3.188618,739.5,-2.1,1,0
3.29656,736.32,-2.1,1,0
3.403166,737.63,-2.1,1,0
3.490456,734.74,-2.1,1,0
3.595019,711.86,-2.1,1,0
3.688957,723.71,-2.1,1,0
3.792278,746.78,-2.1,1,0
3.899332,790.22,-2.1,1,0
5.196231,882.77,-2.1,1,0
5.296449,752.03,-2.1,1,0
5.388601,735.6,-2.1,1,0
5.494131,735.57,-2.1,1,0
5.597438,735.53,-2.1,1,0
5.698402,734.89,-2.1,1,0
5.797623,735.38,-2.1,1,0
5.889981,734.97,-2.1,1,0
5.991938,735.9,-2.1,1,0
6.088025,736.5,-2.1,1,0
6.200237,735.64,-2.1,1,0
6.307517,735.79,-2.1,1,0
6.394419,736.39,-2.1,1,0
6.494838,737.18,-2.1,1,0
6.588032,736.77,-2.1,1,0
6.68927,736.69,-2.1,1,0
6.795843,737.29,-2.1,1,0
6.892273,736.88,-2.1,1,0
6.996191,736.5,-2.1,1,0
7.105232,734.97,-2.1,1,0
7.197308,735.49,-2.1,1,0
7.292571,735.9,-2.1,1,0
7.399272,736.09,-2.1,1,0
7.499254,737.44,-2.1,1,0
7.590884,735.98,-2.1,1,0
7.699132,738.75,-2.1,1,0
7.795985,737.59,-2.1,1,0
7.895093,735.72,-2.1,1,0
7.991485,735.72,-2.1,1,0
8.092838,735.6,-2.1,1,0
8.197279,737.25,-2.1,1,0
8.290347,736.54,-2.1,1,0
8.389089,735.87,-2.1,1,0
8.501279,736.28,-2.1,1,0
8.590743,734.97,-2.1,1,0
8.695639,737.29,-2.1,1,0
8.800705,740.14,-2.1,1,0
8.895049,743.78,-2.1,1,0
8.988465,745.39,-2.1,1,0
9.090327,744.19,-2.1,1,0
9.191425,743.48,-2.1,1,0
9.288874,741.01,-2.1,1,0
9.391685,736.13,-2.1,1,0
9.493478,737.59,-2.1,1,0
9.588576,737.33,-2.1,1,0
9.689299,739.2,-2.1,1,0
9.790807,739.13,-2.1,1,0
9.902353,738.68,-2.1,1,0
9.993127,739.2,-2.1,1,0
10.102131,737.59,-2.1,1,0
10.202071,737.44,-2.1,1,0
10.304874,738.6,-2.1,1,0
10.392522,735.98,-2.1,1,0
10.494504,731.29,-2.1,1,0
10.589392,726.3,-2.1,1,0
10.700523,727.73,-2.1,1,0
10.788903,733.17,-2.1,1,0
10.893165,736.02,-2.1,1,0
10.986737,737.74,-2.1,1,0
11.087956,740.07,-2.15,1,0
11.197052,740.63,-2.1,1,0
11.301125,741.83,-2.1,1,0
11.399706,741.27,-2.1,1,0
11.496605,744.98,-2.1,1,0
11.604231,746.18,-2.1,1,0
11.695608,743.14,-2.1,1,0
11.794017,734.29,-2.1,1,0
11.899705,730.31,-2.1,1,0
11.995883,738.08,-2.1,1,0
12.09373,739.54,-2.1,1,0
12.194538,738.75,-2.1,1,0
12.292804,736.95,-2.1,1,0
12.393092,736.2,-2.1,1,0
12.487531,736.77,-2.1,1,0
12.588995,736.77,-2.1,1,0
12.687597,736.73,-2.1,1,0
12.787662,737.82,-2.15,1,0
12.891062,739.35,-2.1,1,0
12.992798,739.35,-2.1,1,0
13.106208,738.19,-2.1,1,0
13.194617,737.03,-2.1,1,0
13.292201,736.28,-2.1,1,0
13.387263,736.35,-2.1,1,0
13.489792,739.05,-2.1,1,0
13.593699,739.5,-2.1,1,0
13.692487,739.28,-2.1,1,0
13.790745,738.3,-2.1,1,0
13.894075,738.64,-2.1,1,0
13.989784,737.48,-2.1,1,0
14.094118,738.0,-2.1,1,0
14.199017,738.57,-2.1,1,0
14.298505,740.86,-2.1,1,0
14.392312,739.92,-2.1,1,0
14.491157,739.24,-2.1,1,0
14.592487,737.37,-2.1,1,0
14.69928,739.84,-2.1,1,0
14.796801,737.97,-2.1,1,0
14.894343,737.78,-2.1,1,0
14.993806,736.95,-2.1,1,0
15.090824,736.8,-2.1,1,0
15.197155,735.6,-2.1,1,0
15.303284,737.33,-2.1,1,0
15.391757,737.52,-2.1,1,0
15.490258,739.73,-2.1,1,0
15.601897,740.1,-2.1,1,0
15.694892,738.27,-2.1,1,0
15.791881,739.69,-2.1,1,0
15.888207,738.9,-2.1,1,0
15.987255,737.97,-2.1,1,0
16.097126,737.1,-2.1,1,0
16.190909,738.15,-2.1,1,0
16.296738,738.3,-2.1,1,0
16.395266,739.02,-2.1,1,0
16.49822,738.04,-2.1,1,0
16.59631,738.94,-2.1,1,0
16.690197,738.38,-2.1,1,0
16.78803,737.07,-2.1,1,0
16.88916,737.85,-2.1,1,0
16.99271,738.98,-2.1,1,0
17.089976,739.58,-2.1,1,0
17.206426,737.74,-2.1,1,0
17.292056,737.22,-2.1,1,0
17.386599,736.02,-2.1,1,0
17.487339,736.5,-2.1,1,0
17.595859,737.03,-2.1,1,0
17.695178,736.62,-2.1,1,0
17.798055,741.23,-2.1,1,0
17.892965,741.57,-2.1,1,0
18.000317,737.63,-2.1,1,0
18.098282,735.49,-2.1,1,0
18.201543,736.58,-2.1,1,0
18.302225,734.74,-2.1,1,0
18.395605,731.06,-2.1,1,0
18.492059,740.03,-2.1,1,0
18.60231,752.03,-2.1,1,0
18.68715,736.05,-2.1,1,0
18.796591,730.76,-2.1,1,0
18.89663,727.99,-2.1,1,0
18.997696,737.33,-2.1,1,0
19.08965,736.47,-2.1,1,0
19.199162,736.35,-2.1,1,0
19.298,735.6,-2.1,1,0
19.398107,733.65,-2.1,1,0
19.493409,732.94,-2.1,1,0
19.594934,738.79,-2.1,1,0
19.691896,736.8,-2.1,1,0
19.787105,737.33,-2.1,1,0
19.887132,738.64,-2.1,1,0
19.996438,738.87,-2.1,1,0
20.096129,735.34,-2.1,1,0
20.188524,736.92,-2.1,1,0
20.288783,735.15,-2.1,1,0
20.394564,733.88,-2.1,1,0
20.494048,733.99,-2.1,1,0
20.590107,736.2,-2.1,1,0
20.692568,737.07,-2.1,1,0
20.786642,736.02,-2.1,1,0
20.898162,735.42,-2.1,1,0
20.997491,734.74,-2.1,1,0
21.096334,735.94,-2.1,1,0
21.198001,736.65,-2.1,1,0
21.298537,735.68,-2.1,1,0
21.397219,736.39,-2.1,1,0
21.499577,737.67,-2.1,1,0
21.592793,738.42,-2.1,1,0
21.690997,738.42,-2.1,1,0
21.809206,739.73,-2.1,1,0
21.886652,737.63,-2.1,1,0
21.986845,736.58,-2.1,1,0
22.087799,738.04,-2.1,1,0
22.19149,736.88,-2.1,1,0
22.289364,737.33,-2.1,1,0
22.3962,736.99,-2.15,1,0
